doc_index,doc_id,token,bow
118,GPXX0XENEN,ai,1
118,GPXX0XENEN,create,1
118,GPXX0XENEN,learn,1
118,GPXX0XENEN,learning,3
118,GPXX0XENEN,using,1
118,GPXX0XENEN,open,1
118,GPXX0XENEN,algorithm,1
118,GPXX0XENEN,teach,1
118,GPXX0XENEN,play,1
118,GPXX0XENEN,playing,1
118,GPXX0XENEN,agent,1
118,GPXX0XENEN,called,1
118,GPXX0XENEN,difference,1
118,GPXX0XENEN,gym,2
118,GPXX0XENEN,loses,1
118,GPXX0XENEN,openai,1
118,GPXX0XENEN,reinforcement,2
118,GPXX0XENEN,temporal,1
118,GPXX0XENEN,tictactoe,2
119,GPXX0HAAEN,red,1
119,GPXX0HAAEN,deploy,1
119,GPXX0HAAEN,using,2
119,GPXX0HAAEN,microservice,2
119,GPXX0HAAEN,kubernetes,2
119,GPXX0HAAEN,deploying,1
119,GPXX0HAAEN,openshift,1
119,GPXX0HAAEN,operator,1
120,DA0201EN,data,1
120,DA0201EN,take,1
120,DA0201EN,course,1
120,DA0201EN,analysis,1
120,DA0201EN,courses,1
120,DA0201EN,results,1
120,DA0201EN,technical,1
120,DA0201EN,depth,1
120,DA0201EN,demonstrations,1
120,DA0201EN,demos,1
120,DA0201EN,goal,1
120,DA0201EN,inspiring,1
120,DA0201EN,providing,1
120,DA0201EN,showing,1
121,DJ0101EN,data,4
121,DJ0101EN,course,1
121,DJ0101EN,first,1
121,DJ0101EN,tools,1
121,DJ0101EN,skills,1
121,DJ0101EN,free,1
121,DJ0101EN,fundamental,1
121,DJ0101EN,questions,1
121,DJ0101EN,answers,1
121,DJ0101EN,approach,1
121,DJ0101EN,holistic,1
121,DJ0101EN,journalism,4
121,DJ0101EN,presents,1
121,DJ0101EN,steps,1
122,CP0101EN,problems,2
122,CP0101EN,business,2
122,CP0101EN,mathematical,2
122,CP0101EN,optimization,2
123,DB0111EN,training,2
123,DB0111EN,db2,2
123,DB0111EN,academic,2
124,DB0115EN,fundamentals,2
124,DB0115EN,db2,2
124,DB0115EN,ii,2
125,COM001EN,learn,1
125,COM001EN,course,1
125,COM001EN,deploy,1
125,COM001EN,scale,1
125,COM001EN,application,2
125,COM001EN,run,1
125,COM001EN,container,1
125,COM001EN,service,1
125,COM001EN,web,2
125,COM001EN,applications,1
125,COM001EN,walks,1
125,COM001EN,environment,1
125,COM001EN,health,1
125,COM001EN,kubernetes,3
125,COM001EN,domain,1
125,COM001EN,scalable,1
125,COM001EN,monitor,1
125,COM001EN,bind,1
125,COM001EN,created,1
125,COM001EN,custom,1
125,COM001EN,mini,1
125,COM001EN,scaffold,1
126,DA0151EN,data,5
126,DA0151EN,course,1
126,DA0151EN,using,3
126,DA0151EN,analysis,4
126,DA0151EN,analyzing,1
126,DA0151EN,performing,1
126,DA0151EN,r,4
126,DA0151EN,structured,1
126,DA0151EN,open,1
126,DA0151EN,teaches,1
126,DA0151EN,source,1
126,DA0151EN,language,2
126,DA0151EN,perform,1
126,DA0151EN,focus,1
126,DA0151EN,unstructured,2
126,DA0151EN,files,1
126,DA0151EN,ideal,1
126,DA0151EN,powerful,1
127,DB0151EN,data,1
127,DB0151EN,course,1
127,DB0151EN,using,2
127,DB0151EN,creating,1
127,DB0151EN,database,2
127,DB0151EN,get,1
127,DB0151EN,started,1
127,DB0151EN,service,1
127,DB0151EN,databases,1
127,DB0151EN,picture,1
127,DB0151EN,provide,1
127,DB0151EN,providing,1
127,DB0151EN,account,1
127,DB0151EN,additional,1
127,DB0151EN,benefits,1
127,DB0151EN,cloudant,2
127,DB0151EN,conclude,1
127,DB0151EN,continue,1
127,DB0151EN,dbaas,1
127,DB0151EN,education,1
127,DB0151EN,fits,1
127,DB0151EN,landscape,1
127,DB0151EN,loading,1
127,DB0151EN,nosql,3
127,DB0151EN,offering,1
127,DB0151EN,pointing,1
127,DB0151EN,querying,1
127,DB0151EN,replicating,1
127,DB0151EN,resources,1
127,DB0151EN,sign,1
127,DB0151EN,tutorials,1
127,DB0151EN,we‚,1
128,CO0302EN,use,2
128,CO0302EN,course,1
128,CO0302EN,deploy,1
128,CO0302EN,including,1
128,CO0302EN,test,1
128,CO0302EN,advanced,2
128,CO0302EN,topics,1
128,CO0302EN,kubernetes,1
128,CO0302EN,operators,3
128,CO0302EN,operator,2
128,CO0302EN,covers,1
128,CO0302EN,lifecycle,1
128,CO0302EN,manager,1
128,CO0302EN,reconciliation,1
128,CO0302EN,scorecard,1
128,CO0302EN,upgrade,1
129,GPXX0T0FEN,cloud,1
129,GPXX0T0FEN,learn,1
129,GPXX0T0FEN,based,1
129,GPXX0T0FEN,deploy,1
129,GPXX0T0FEN,ibm,1
129,GPXX0T0FEN,processing,1
129,GPXX0T0FEN,computing,1
129,GPXX0T0FEN,application,1
129,GPXX0T0FEN,open,1
129,GPXX0T0FEN,project,2
129,GPXX0T0FEN,source,1
129,GPXX0T0FEN,serverless,3
129,GPXX0T0FEN,engine,1
129,GPXX0T0FEN,environment,1
129,GPXX0T0FEN,practice,1
129,GPXX0T0FEN,image,1
129,GPXX0T0FEN,real,1
129,GPXX0T0FEN,projects,1
129,GPXX0T0FEN,kubernetes,1
129,GPXX0T0FEN,app,1
129,GPXX0T0FEN,code,1
129,GPXX0T0FEN,deploying,1
129,GPXX0T0FEN,knative,1
129,GPXX0T0FEN,powered,1
130,DS0107,data,2
130,DS0107,science,2
130,DS0107,career,2
130,DS0107,talks,2
131,DS0110EN,data,4
131,DS0110EN,open,2
131,DS0110EN,science,2
132,DX0107EN,data,2
132,DX0107EN,bootcamp,2
132,DX0107EN,science,2
132,DX0107EN,university,2
132,DX0107EN,professors,2
132,DX0107EN,python,2
133,DS0321EN,course,1
133,DS0321EN,introduction,1
133,DS0321EN,welcome,1
133,DS0321EN,bitcoin,2
133,DS0321EN,greetings,1
134,DS0105EN,data,3
134,DS0105EN,learn,1
134,DS0105EN,use,1
134,DS0105EN,course,1
134,DS0105EN,including,1
134,DS0105EN,popular,1
134,DS0105EN,apache,1
134,DS0105EN,open,1
134,DS0105EN,science,2
134,DS0105EN,hands,1
134,DS0105EN,source,1
134,DS0105EN,tools,3
134,DS0105EN,ide,1
134,DS0105EN,jupyter,1
134,DS0105EN,notebooks,1
134,DS0105EN,rstudio,1
134,DS0105EN,scientists,1
134,DS0105EN,zeppelin,1
135,DS0103EN,coming,1
135,DS0103EN,data,2
135,DS0103EN,use,1
135,DS0103EN,one,1
135,DS0103EN,science,2
135,DS0103EN,get,1
135,DS0103EN,line,1
135,DS0103EN,lab,1
135,DS0103EN,methodology,1
135,DS0103EN,predicting,1
135,DS0103EN,making,1
135,DS0103EN,beakers,1
135,DS0103EN,calculator‚wait,1
135,DS0103EN,coat,1
135,DS0103EN,determining,1
135,DS0103EN,emerging,1
135,DS0103EN,grab,1
135,DS0103EN,methodologies,1
135,DS0103EN,passed,1
135,DS0103EN,path,1
135,DS0103EN,pocket,1
135,DS0103EN,wave,1
135,DS0103EN,waves,1
135,DS0103EN,wrong,1
136,GPXX0I4FEN,learn,1
136,GPXX0I4FEN,microservices,2
136,GPXX0I4FEN,reactive,3
136,GPXX0I4FEN,using,2
136,GPXX0I4FEN,creating,1
136,GPXX0I4FEN,java,2
136,GPXX0I4FEN,microprofile,2
136,GPXX0I4FEN,write,1
136,GPXX0I4FEN,messaging,2
136,GPXX0I4FEN,asynchronous,1
137,GPXX06KEEN,build,2
137,GPXX06KEEN,power,1
137,GPXX06KEEN,project,1
137,GPXX06KEEN,smart,2
137,GPXX06KEEN,applications,1
137,GPXX06KEEN,leverage,1
137,GPXX06KEEN,great,1
137,GPXX06KEEN,essential,1
137,GPXX06KEEN,feature,1
137,GPXX06KEEN,form,2
137,GPXX06KEEN,scratch,1
137,GPXX06KEEN,search,3
137,GPXX06KEEN,share,1
138,GPXX0YBFEN,restful,2
138,GPXX0YBFEN,using,2
138,GPXX0YBFEN,document,1
138,GPXX0YBFEN,microprofile,2
138,GPXX0YBFEN,apis,2
138,GPXX0YBFEN,code,1
138,GPXX0YBFEN,files,1
138,GPXX0YBFEN,documenting,1
138,GPXX0YBFEN,openapi,2
138,GPXX0YBFEN,static,1
139,LB0109ENv1,reactive,2
139,LB0109ENv1,distributed,2
139,LB0109ENv1,architecture,2
139,LB0109ENv1,messaging,2
139,LB0109ENv1,patterns,2
140,GPXX0KHHEN,data,1
140,GPXX0KHHEN,learn,1
140,GPXX0KHHEN,use,1
140,GPXX0KHHEN,classification,2
140,GPXX0KHHEN,images,1
140,GPXX0KHHEN,science,1
140,GPXX0KHHEN,basic,1
140,GPXX0KHHEN,methods,1
140,GPXX0KHHEN,lab,1
140,GPXX0KHHEN,land,1
140,GPXX0KHHEN,agriculture,1
140,GPXX0KHHEN,transformation,1
141,LB0111EN,reactive,2
141,LB0111EN,architecture,2
141,LB0111EN,cqrs,2
141,LB0111EN,event,2
141,LB0111EN,sourcing,2
142,ML0115EN,deep,2
142,ML0115EN,learning,2
143,LB0105ENv1,use,1
143,LB0105ENv1,course,1
143,LB0105ENv1,system,1
143,LB0105ENv1,microservices,3
143,LB0105ENv1,reactive,6
143,LB0105ENv1,architecture,1
143,LB0105ENv1,show,1
143,LB0105ENv1,journey,1
143,LB0105ENv1,make,1
143,LB0105ENv1,making,1
143,LB0105ENv1,explore,1
143,LB0105ENv1,difference,1
143,LB0105ENv1,monoliths,1
143,LB0105ENv1,talking,1
143,LB0105ENv1,term,1
144,LB0103ENv1,build,1
144,LB0103ENv1,course,1
144,LB0103ENv1,systems,2
144,LB0103ENv1,reactive,3
144,LB0103ENv1,used,1
144,LB0103ENv1,architecture,1
144,LB0103ENv1,explain,1
144,LB0103ENv1,introduce,1
144,LB0103ENv1,core,1
144,LB0103ENv1,domain,3
144,LB0103ENv1,driven,3
144,LB0103ENv1,design,3
144,LB0103ENv1,elements,2
144,LB0103ENv1,relate,1
144,LB0103ENv1,technique,1
145,IT0101EN,apps,1
145,IT0101EN,build,1
145,IT0101EN,learn,1
145,IT0101EN,node,1
145,IT0101EN,objects,1
145,IT0101EN,program,1
145,IT0101EN,recognize,1
145,IT0101EN,red,1
145,IT0101EN,robot,1
145,IT0101EN,robots,1
145,IT0101EN,use,1
145,IT0101EN,want,1
145,IT0101EN,using,1
145,IT0101EN,control,1
145,IT0101EN,simple,2
145,IT0101EN,building,1
145,IT0101EN,move,1
145,IT0101EN,js,1
145,IT0101EN,purchase,1
145,IT0101EN,arm,1
145,IT0101EN,flash,1
145,IT0101EN,light,1
145,IT0101EN,simulator,1
145,IT0101EN,speak,1
145,IT0101EN,tjbot,4
146,CC0250EN,cloud,5
146,CC0250EN,learn,2
146,CC0250EN,want,1
146,CC0250EN,course,2
146,CC0250EN,provides,1
146,CC0250EN,application,1
146,CC0250EN,native,4
146,CC0250EN,development,1
146,CC0250EN,work,1
146,CC0250EN,concepts,1
146,CC0250EN,introduces,1
146,CC0250EN,applications,2
146,CC0250EN,everyone,1
146,CC0250EN,building,2
146,CC0250EN,make,1
146,CC0250EN,projects,3
146,CC0250EN,information,1
146,CC0250EN,interest,1
146,CC0250EN,administrators,1
146,CC0250EN,anyone,1
146,CC0250EN,decisions,1
146,CC0250EN,delivering,1
146,CC0250EN,devops,1
146,CC0250EN,engineering,1
146,CC0250EN,enterprise,1
146,CC0250EN,environments,2
146,CC0250EN,informed,1
146,CC0250EN,legacy,1
146,CC0250EN,migrating,1
146,CC0250EN,migration,1
146,CC0250EN,modernization,2
146,CC0250EN,modernizing,1
146,CC0250EN,multicloud,3
146,CC0250EN,related,1
146,CC0250EN,wants,1
147,BD0101EN,data,3
147,BD0101EN,learn,1
147,BD0101EN,course,1
147,BD0101EN,apache,1
147,BD0101EN,big,7
147,BD0101EN,used,1
147,BD0101EN,hadoop,1
147,BD0101EN,see,1
147,BD0101EN,picture,1
147,BD0101EN,discussions,1
147,BD0101EN,matter,1
147,BD0101EN,terminology,1
148,EE0101EN,cloud,1
148,EE0101EN,learn,1
148,EE0101EN,take,1
148,EE0101EN,course,1
148,EE0101EN,ibm,1
148,EE0101EN,computing,1
148,EE0101EN,run,1
148,EE0101EN,native,1
148,EE0101EN,java,1
148,EE0101EN,existing,1
148,EE0101EN,tools,1
148,EE0101EN,applications,2
148,EE0101EN,understanding,1
148,EE0101EN,update,1
148,EE0101EN,level,1
148,EE0101EN,available,1
148,EE0101EN,ee,1
148,EE0101EN,techniques,1
148,EE0101EN,complete,1
148,EE0101EN,migration,1
148,EE0101EN,modernization,1
148,EE0101EN,modernizing,1
148,EE0101EN,badge,1
148,EE0101EN,earn,1
148,EE0101EN,options,1
148,EE0101EN,platforms,1
149,GPXX04P5EN,data,1
149,GPXX04P5EN,learn,1
149,GPXX04P5EN,network,1
149,GPXX04P5EN,networks,1
149,GPXX04P5EN,neural,2
149,GPXX04P5EN,using,2
149,GPXX04P5EN,science,1
149,GPXX04P5EN,basic,1
149,GPXX04P5EN,methods,1
149,GPXX04P5EN,lab,1
149,GPXX04P5EN,linear,1
149,GPXX04P5EN,prognostication,1
149,GPXX04P5EN,agriculture,1
149,GPXX04P5EN,forecasting,1
149,GPXX04P5EN,regression,1
150,CO0101EN,create,1
150,CO0101EN,developer,1
150,CO0101EN,learn,2
150,CO0101EN,use,1
150,CO0101EN,problems,1
150,CO0101EN,run,2
150,CO0101EN,introduction,1
150,CO0101EN,containers,2
150,CO0101EN,docker,2
150,CO0101EN,container,1
150,CO0101EN,essentials,1
150,CO0101EN,service,1
150,CO0101EN,applications,1
150,CO0101EN,solve,1
150,CO0101EN,orchestration,1
150,CO0101EN,reconciliation,1
150,CO0101EN,availability,1
150,CO0101EN,discovery,1
150,CO0101EN,high,1
150,CO0101EN,production,1
151,ML0122ENv3,learn,1
151,ML0122ENv3,use,1
151,ML0122ENv3,accelerated,1
151,ML0122ENv3,accelerating,1
151,ML0122ENv3,complex,1
151,ML0122ENv3,course,1
151,ML0122ENv3,datasets,1
151,ML0122ENv3,deep,3
151,ML0122ENv3,gpu,1
151,ML0122ENv3,hardware,1
151,ML0122ENv3,large,1
151,ML0122ENv3,learning,3
151,ML0122ENv3,models,1
151,ML0122ENv3,overcome,1
151,ML0122ENv3,problem,1
151,ML0122ENv3,scalability,1
151,ML0122ENv3,takes,1
151,ML0122ENv3,time,1
151,ML0122ENv3,training,1
151,ML0122ENv3,gpus,1
152,LB0107ENv1,systems,2
152,LB0107ENv1,reactive,2
152,LB0107ENv1,architecture,2
152,LB0107ENv1,building,2
152,LB0107ENv1,scalable,2
153,CB0101EN,build,2
153,CB0101EN,learn,1
153,CB0101EN,watson,1
153,CB0101EN,deploy,1
153,CB0101EN,real,1
153,CB0101EN,code,1
153,CB0101EN,write,1
153,CB0101EN,assistant,1
153,CB0101EN,chatbot,1
153,CB0101EN,chatbots,2
153,CB0101EN,five,1
153,CB0101EN,leveraging,1
153,CB0101EN,minutes,1
153,CB0101EN,site,1
154,GPXX0PG8EN,data,2
154,GPXX0PG8EN,learn,1
154,GPXX0PG8EN,analysis,2
154,GPXX0PG8EN,science,1
154,GPXX0PG8EN,basic,2
154,GPXX0PG8EN,lab,1
154,GPXX0PG8EN,perform,1
154,GPXX0PG8EN,statistical,2
154,GPXX0PG8EN,download,1
154,GPXX0PG8EN,visualize,1
154,GPXX0PG8EN,agriculture,1
154,GPXX0PG8EN,display,1
154,GPXX0PG8EN,dynamic,1
154,GPXX0PG8EN,geo,1
154,GPXX0PG8EN,maps,1
154,GPXX0PG8EN,visualisation,1
155,ML0101EN,take,1
155,ML0101EN,benefit,1
155,ML0101EN,learning,2
155,ML0101EN,machine,2
155,ML0101EN,python,1
155,ML0101EN,common,1
155,ML0101EN,see,1
155,ML0101EN,tool,1
155,ML0101EN,predicting,1
155,ML0101EN,magic,1
155,ML0101EN,opportunity,1
155,ML0101EN,‚,3
155,ML0101EN,make,1
155,ML0101EN,experience,1
155,ML0101EN,ball,1
155,ML0101EN,beneficial,1
155,ML0101EN,bit,1
155,ML0101EN,blue,1
155,ML0101EN,certain,1
155,ML0101EN,die,1
155,ML0101EN,eight,1
155,ML0101EN,future,1
155,ML0101EN,hazy,1
155,ML0101EN,indicator,1
155,ML0101EN,oil,1
155,ML0101EN,phrases,1
155,ML0101EN,point,1
155,ML0101EN,predictions,1
155,ML0101EN,rely,1
155,ML0101EN,reply,1
155,ML0101EN,room,1
155,ML0101EN,shelf,1
155,ML0101EN,signs,1
155,ML0101EN,trends,1
155,ML0101EN,try,1
155,ML0101EN,yes,1
156,CB0103EN,build,2
156,CB0103EN,watson,1
156,CB0103EN,deploy,1
156,CB0103EN,real,1
156,CB0103EN,code,1
156,CB0103EN,write,1
156,CB0103EN,assistant,1
156,CB0103EN,chatbot,2
156,CB0103EN,chatbots,1
156,CB0103EN,five,1
156,CB0103EN,leveraging,1
156,CB0103EN,minutes,1
156,CB0103EN,site,1
157,ML0109EN,learning,2
157,ML0109EN,machine,2
157,ML0109EN,dimensionality,2
157,ML0109EN,reduction,2
158,ML0101ENv3,course,1
158,ML0101ENv3,learning,4
158,ML0101ENv3,machine,3
158,ML0101ENv3,need,1
158,ML0101ENv3,get,1
158,ML0101ENv3,started,1
158,ML0101ENv3,python,2
158,ML0101ENv3,tool,1
158,ML0101ENv3,tools,1
158,ML0101ENv3,predict,1
158,ML0101ENv3,free,1
158,ML0101ENv3,hidden,1
158,ML0101ENv3,insights,1
158,ML0101ENv3,beneficial,1
158,ML0101ENv3,future,1
158,ML0101ENv3,trends,1
158,ML0101ENv3,give,1
158,ML0101ENv3,supervised,1
158,ML0101ENv3,unsupervised,1
159,GPXX0M7ZEN,consuming,1
159,GPXX0M7ZEN,restful,2
159,GPXX0M7ZEN,using,2
159,GPXX0M7ZEN,service,2
159,GPXX0M7ZEN,access,1
159,GPXX0M7ZEN,java,2
159,GPXX0M7ZEN,json,4
159,GPXX0M7ZEN,web,2
159,GPXX0M7ZEN,simple,1
159,GPXX0M7ZEN,resources,1
159,GPXX0M7ZEN,b,2
159,GPXX0M7ZEN,consume,1
159,GPXX0M7ZEN,p,2
160,CC0121EN,cloud,2
160,CC0121EN,learn,1
160,CC0121EN,services,3
160,CC0121EN,ibm,2
160,CC0121EN,introduction,1
160,CC0121EN,customer,1
160,CC0121EN,financial,3
160,CC0121EN,benefits,1
160,CC0121EN,challenges,1
160,CC0121EN,issues,1
160,CC0121EN,market,1
160,CC0121EN,segment,1
160,CC0121EN,target,1
161,DA0101EN,data,3
161,DA0101EN,learn,1
161,DA0101EN,course,1
161,DA0101EN,analysis,1
161,DA0101EN,basic,1
161,DA0101EN,dataset,1
161,DA0101EN,python,1
161,DA0101EN,acquisition,1
161,DA0101EN,insight,1
161,DA0101EN,obtain,1
162,GPXX07UGEN,learn,1
162,GPXX07UGEN,microservices,2
162,GPXX07UGEN,reactive,2
162,GPXX07UGEN,using,2
162,GPXX07UGEN,framework,1
162,GPXX07UGEN,test,1
162,GPXX07UGEN,testing,3
162,GPXX07UGEN,true,1
162,GPXX07UGEN,java,2
162,GPXX07UGEN,microshed,2
162,GPXX07UGEN,environments,1
162,GPXX07UGEN,production,1
163,GPXX0QU9EN,learn,1
163,GPXX0QU9EN,microservices,2
163,GPXX0QU9EN,using,1
163,GPXX0QU9EN,java,1
163,GPXX0QU9EN,microprofile,1
163,GPXX0QU9EN,health,3
163,GPXX0QU9EN,kubernetes,2
163,GPXX0QU9EN,check,2
163,GPXX0QU9EN,checking,1
163,GPXX0QU9EN,endpoints,1
163,GPXX0QU9EN,inspect,1
163,GPXX0QU9EN,liveness,2
163,GPXX0QU9EN,probes,2
163,GPXX0QU9EN,readiness,2
163,GPXX0QU9EN,setting,1
164,SC0101EN,data,4
164,SC0101EN,course,2
164,SC0101EN,designed,1
164,SC0101EN,science,3
164,SC0101EN,development,1
164,SC0101EN,fundamentals,1
164,SC0101EN,good,1
164,SC0101EN,understanding,1
164,SC0101EN,scala,5
164,SC0101EN,language,1
164,SC0101EN,programming,2
164,SC0101EN,knowledge,1
164,SC0101EN,advanced,1
164,SC0101EN,students,1
164,SC0101EN,experience,1
164,SC0101EN,process,1
164,SC0101EN,features,1
164,SC0101EN,tasks,1
164,SC0101EN,previous,1
164,SC0101EN,start,1
164,SC0101EN,give,1
164,SC0101EN,appreciation,1
164,SC0101EN,assumed,1
164,SC0101EN,curricula,1
164,SC0101EN,developers,1
164,SC0101EN,ensures,1
164,SC0101EN,experienced,1
164,SC0101EN,know¬≠how,1
164,SC0101EN,solid,1
164,SC0101EN,tooling,1
164,SC0101EN,typesafe,1
164,SC0101EN,useful,1
165,GPXX0QTEEN,microservices,1
165,GPXX0QTEEN,using,1
165,GPXX0QTEEN,eclipse,1
165,GPXX0QTEEN,java,1
165,GPXX0QTEEN,microprofile,2
165,GPXX0QTEEN,microservice,1
165,GPXX0QTEEN,health,4
165,GPXX0QTEEN,explore,1
165,GPXX0QTEEN,check,2
165,GPXX0QTEEN,checking,1
165,GPXX0QTEEN,report,1
166,GPXX0WTIEN,learn,1
166,GPXX0WTIEN,including,1
166,GPXX0WTIEN,learning,1
166,GPXX0WTIEN,machine,1
166,GPXX0WTIEN,guided,1
166,GPXX0WTIEN,project,1
166,GPXX0WTIEN,python,2
166,GPXX0WTIEN,image,2
166,GPXX0WTIEN,recognition,1
166,GPXX0WTIEN,model,3
166,GPXX0WTIEN,process,1
166,GPXX0WTIEN,library,1
166,GPXX0WTIEN,know,2
166,GPXX0WTIEN,hotdog,2
166,GPXX0WTIEN,picture,1
166,GPXX0WTIEN,you‚,1
166,GPXX0WTIEN,certain,1
166,GPXX0WTIEN,bird,1
166,GPXX0WTIEN,days,1
166,GPXX0WTIEN,detect,1
166,GPXX0WTIEN,lot,1
166,GPXX0WTIEN,machines,1
166,GPXX0WTIEN,object,2
166,GPXX0WTIEN,plane,1
166,GPXX0WTIEN,pytorch,1
166,GPXX0WTIEN,recognizing,1
166,GPXX0WTIEN,repeated,1
166,GPXX0WTIEN,superman,1
166,GPXX0WTIEN,train,3
167,GPXX08WYEN,learn,1
167,GPXX08WYEN,microservices,2
167,GPXX08WYEN,using,2
167,GPXX08WYEN,eclipse,1
167,GPXX08WYEN,java,1
167,GPXX08WYEN,microprofile,2
167,GPXX08WYEN,provide,1
167,GPXX08WYEN,config,2
167,GPXX08WYEN,configuration,2
167,GPXX08WYEN,external,1
167,GPXX08WYEN,externalizing,1
168,GPXX0UMSEN,learn,1
168,GPXX0UMSEN,services,1
168,GPXX0UMSEN,system,2
168,GPXX0UMSEN,microservices,1
168,GPXX0UMSEN,reactive,3
168,GPXX0UMSEN,restful,2
168,GPXX0UMSEN,using,1
168,GPXX0UMSEN,java,1
168,GPXX0UMSEN,microprofile,1
168,GPXX0UMSEN,integrate,1
168,GPXX0UMSEN,messaging,1
168,GPXX0UMSEN,integrating,1
169,GPXX0M6UEN,use,1
169,GPXX0M6UEN,using,1
169,GPXX0M6UEN,database,1
169,GPXX0M6UEN,guided,1
169,GPXX0M6UEN,project,1
169,GPXX0M6UEN,line,1
169,GPXX0M6UEN,cassandra,3
169,GPXX0M6UEN,language,1
169,GPXX0M6UEN,query,1
169,GPXX0M6UEN,operations,2
169,GPXX0M6UEN,command,1
169,GPXX0M6UEN,shell,2
169,GPXX0M6UEN,cql,1
169,GPXX0M6UEN,execute,2
169,GPXX0M6UEN,keyspace,2
170,GPXX097UEN,create,2
170,GPXX097UEN,read,1
170,GPXX097UEN,using,1
170,GPXX097UEN,performing,1
170,GPXX097UEN,guided,1
170,GPXX097UEN,project,1
170,GPXX097UEN,line,1
170,GPXX097UEN,table,2
170,GPXX097UEN,cassandra,2
170,GPXX097UEN,perform,1
170,GPXX097UEN,update,1
170,GPXX097UEN,interface,1
170,GPXX097UEN,operations,2
170,GPXX097UEN,command,1
170,GPXX097UEN,shell,1
170,GPXX097UEN,cql,1
170,GPXX097UEN,cqlsh,1
170,GPXX097UEN,crud,2
170,GPXX097UEN,delete,1
171,SN0111EN,coming,1
171,SN0111EN,create,1
171,SN0111EN,course,3
171,SN0111EN,videos,1
171,SN0111EN,creating,1
171,SN0111EN,get,1
171,SN0111EN,guided,2
171,SN0111EN,started,1
171,SN0111EN,hands,2
171,SN0111EN,lab,1
171,SN0111EN,available,1
171,SN0111EN,projects,2
171,SN0111EN,certificate,1
171,SN0111EN,labs,1
171,SN0111EN,assessments,1
171,SN0111EN,instructions,1
171,SN0111EN,preview,1
171,SN0111EN,publish,1
171,SN0111EN,version,1
171,SN0111EN,weeks,1
172,GPXX0JGFEN,create,1
172,GPXX0JGFEN,learn,1
172,GPXX0JGFEN,jax,2
172,GPXX0JGFEN,restful,1
172,GPXX0JGFEN,rs,2
172,GPXX0JGFEN,using,1
172,GPXX0JGFEN,liberty,1
172,GPXX0JGFEN,open,1
172,GPXX0JGFEN,service,1
172,GPXX0JGFEN,java,1
172,GPXX0JGFEN,json,2
172,GPXX0JGFEN,microservice,1
172,GPXX0JGFEN,simple,1
172,GPXX0JGFEN,building,1
172,GPXX0JGFEN,rest,1
172,GPXX0JGFEN,b,2
173,CO0193EN,cloud,2
173,CO0193EN,services,2
173,CO0193EN,conference,2
173,CO0193EN,containers,2
173,CO0193EN,hybrid,2
173,CO0193EN,backend,2
174,GPXX0HC7EN,using,1
174,GPXX0HC7EN,guided,1
174,GPXX0HC7EN,project,1
174,GPXX0HC7EN,python,1
174,GPXX0HC7EN,artistic,1
174,GPXX0HC7EN,creativity,1
174,GPXX0HC7EN,opencv,1
174,GPXX0HC7EN,painting,1
174,GPXX0HC7EN,paintings,2
174,GPXX0HC7EN,photographs,2
174,GPXX0HC7EN,photos,1
174,GPXX0HC7EN,showcase,1
174,GPXX0HC7EN,sketch,1
174,GPXX0HC7EN,sketches,2
174,GPXX0HC7EN,transform,3
174,GPXX0HC7EN,wanted,1
174,GPXX0HC7EN,¬†,1
175,GPXX04MXEN,users,1
175,GPXX04MXEN,introduction,1
175,GPXX04MXEN,testing,2
175,GPXX04MXEN,different,1
175,GPXX04MXEN,performs,1
175,GPXX04MXEN,set,1
175,GPXX04MXEN,groups,1
175,GPXX04MXEN,design,1
175,GPXX04MXEN,b,1
175,GPXX04MXEN,allocated,1
175,GPXX04MXEN,compare,1
175,GPXX04MXEN,decide,1
175,GPXX04MXEN,experiment,2
175,GPXX04MXEN,experimental,1
175,GPXX04MXEN,quick,1
175,GPXX04MXEN,refers,1
175,GPXX04MXEN,something,1
175,GPXX04MXEN,two,1
175,GPXX04MXEN,versions,1
176,DS0101EN,data,7
176,DS0101EN,course,1
176,DS0101EN,used,1
176,DS0101EN,introduction,1
176,DS0101EN,science,5
176,DS0101EN,get,1
176,DS0101EN,working,1
176,DS0101EN,work,1
176,DS0101EN,times,1
176,DS0101EN,field,2
176,DS0101EN,overview,1
176,DS0101EN,every,1
176,DS0101EN,today,1
176,DS0101EN,year,1
176,DS0101EN,collection,1
176,DS0101EN,insights,1
176,DS0101EN,people,1
176,DS0101EN,trends,1
176,DS0101EN,ancient,2
176,DS0101EN,art,1
176,DS0101EN,carved,1
176,DS0101EN,census,1
176,DS0101EN,distinct,1
176,DS0101EN,efficiency,1
176,DS0101EN,egyptians,1
176,DS0101EN,flooding,1
176,DS0101EN,increase,1
176,DS0101EN,meet,1
176,DS0101EN,practitioners,1
176,DS0101EN,predicted,1
176,DS0101EN,river,1
176,DS0101EN,tax,1
176,DS0101EN,uncovering,1
176,DS0101EN,unique,1
177,LB0101ENv1,course,1
177,LB0101ENv1,need,1
177,LB0101ENv1,problems,1
177,LB0101ENv1,systems,2
177,LB0101ENv1,reactive,6
177,LB0101ENv1,introduction,1
177,LB0101ENv1,teaches,1
177,LB0101ENv1,architecture,2
177,LB0101ENv1,different,1
177,LB0101ENv1,introduces,1
177,LB0101ENv1,programming,1
177,LB0101ENv1,core,1
